,candidate_id,rt_gs_2,rt_gs_3,rt_gs_4,rt_gs_5,rt_gs_6,rt_gs_7,rt_gs_8,rt_gs_9,rt_gs_10,rt_gs_11,rt_gs_12,rt_gs_13,rt_gs_14,rt_gs_15,rt_gs_16,rt_gs_17,rt_gs_18,rt_gs_19,rt_gs_20,rt_total,gs_1,gs_2,gs_3,gs_4,gs_5,gs_6,gs_7,gs_8,gs_9,gs_10,gs_11,gs_12,gs_13,gs_14,gs_15,gs_16,gs_17,gs_18,gs_19,gs_20,sum_score,gender,home_computer,state,age
173,174,24,36,12,15,24,43,12,46,13,18,12,41,10,7,10,15,7,8,6,359,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,FL,40
174,175,26,29,16,16,28,44,12,49,30,21,15,33,11,13,11,16,7,14,8,399,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,15,Female,Yes,AL,32
175,176,38,50,19,20,22,80,15,79,35,42,22,58,14,5,12,21,15,12,8,567,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,NY,49
176,177,35,31,9,10,16,45,12,47,16,41,14,35,11,6,18,26,8,12,8,400,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,Male,Yes,KS,28
177,178,26,66,14,18,21,65,13,49,16,43,21,57,21,8,11,68,13,12,13,555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,IN,53
178,179,104,34,24,25,39,84,68,88,46,46,54,63,70,14,35,52,24,32,72,974,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,17,Female,No,IL,62
179,180,38,25,14,14,19,43,12,45,23,23,20,60,15,11,20,22,11,15,46,476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,NC,53
180,181,27,22,10,27,16,63,21,63,17,24,27,79,39,4,9,38,8,26,6,526,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,17,Male,Yes,TX,21
181,182,14,15,9,8,20,56,23,23,14,14,11,27,11,5,7,20,5,8,55,345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,IN,34
182,183,21,49,11,12,22,57,14,33,17,38,22,68,20,14,9,24,8,24,10,473,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,17,Male,No,MD,32
183,184,22,9,9,14,17,9,15,4,14,23,8,25,29,23,7,6,7,10,5,256,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,15,Female,No,IN,41
184,185,59,38,14,43,35,81,16,68,63,64,70,38,16,42,39,66,31,27,31,841,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,FL,20
185,186,33,25,13,17,58,76,14,70,19,28,33,94,14,7,27,137,16,20,10,711,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,OH,41
186,187,21,37,19,19,23,71,23,66,17,29,26,46,13,5,10,25,12,16,7,485,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,16,Female,Yes,OH,34
187,188,28,20,28,12,20,50,13,39,121,18,38,67,12,33,19,17,7,32,15,589,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,KY,36
188,189,7,7,12,8,8,8,7,36,8,10,18,25,8,17,9,11,9,10,9,227,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,15,Female,No,NY,48
189,190,53,56,30,19,26,69,25,87,51,24,23,62,40,10,16,31,24,15,14,675,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,15,Female,No,SC,65
190,191,21,24,15,23,30,65,16,29,20,18,8,48,12,6,13,10,12,9,13,392,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,11,Female,Yes,UT,31
191,192,23,116,24,19,18,62,36,60,25,29,28,104,22,8,16,45,8,14,9,666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,MD,39
192,193,19,32,19,15,15,47,12,49,16,23,21,30,21,10,12,18,10,19,12,400,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,17,Female,No,NY,50
193,194,16,34,8,10,19,268,33,47,14,19,20,49,10,6,18,23,12,22,7,635,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,NY,31
194,195,21,24,7,10,16,25,17,49,11,22,13,34,15,5,11,12,7,10,5,314,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,GA,32
195,196,29,29,11,10,14,53,10,44,19,22,12,47,11,5,8,16,11,10,8,369,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,DE,36
196,197,55,48,26,14,29,63,28,96,26,41,20,62,25,7,13,124,15,37,7,736,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,18,Female,No,IA,54
197,198,45,45,32,114,34,72,15,90,37,38,28,61,21,9,13,92,14,63,12,835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,MA,43
198,199,23,22,9,10,13,47,7,41,12,20,11,34,9,6,20,18,5,13,7,327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,IN,48
199,200,12,249,217,11,12,67,68,21,9,28,12,81,10,3,8,13,7,7,5,840,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,14,Male,No,NH,46
200,201,38,21,49,37,12,44,19,43,22,53,15,45,19,27,13,23,12,17,44,553,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Male,Yes,GA,23
201,202,37,51,22,12,27,68,35,107,27,64,22,73,20,10,53,41,11,14,9,703,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,16,Female,No,LA,57
202,203,26,19,11,14,19,62,20,34,16,64,15,44,16,8,10,19,9,10,8,424,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,15,Female,No,PA,28
203,204,29,74,11,36,90,91,17,65,19,21,13,100,43,6,9,80,23,9,7,743,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,17,Female,No,KS,54
204,205,36,38,15,12,37,53,19,84,22,46,16,55,12,5,8,15,5,12,6,496,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,PA,21
205,206,36,28,11,14,21,59,16,48,21,26,18,47,16,8,62,27,9,14,9,490,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,NH,44
206,207,25,18,18,20,15,66,14,66,25,32,13,42,12,7,8,26,7,15,5,434,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,17,Male,Yes,SC,34
207,208,17,19,8,6,21,42,10,31,10,15,12,37,8,5,23,9,5,21,6,305,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,OR,29
208,209,30,27,19,21,31,84,94,58,138,109,35,45,25,13,19,20,19,14,23,824,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,15,Female,Yes,NJ,48
209,210,34,24,13,18,20,51,13,38,15,27,20,48,18,8,11,22,9,12,27,428,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Male,No,CA,50
210,211,18,28,9,12,11,42,8,72,19,23,13,38,16,4,7,19,9,18,10,376,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,18,Male,Yes,MI,34
211,212,62,22,19,25,21,79,16,47,38,38,16,67,13,7,11,23,12,19,7,542,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,17,Female,No,NJ,47
212,213,20,23,10,33,24,30,23,38,10,21,12,28,9,6,8,18,11,15,9,348,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,AZ,27
213,214,4,4,6,6,4,4,8,31,7,13,5,3,9,4,6,6,5,5,11,141,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,10,Male,Yes,TX,27
214,215,27,28,8,8,14,33,12,41,11,18,13,64,11,5,11,12,15,14,6,351,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,CA,45
215,216,10,16,83,8,13,304,13,390,98,18,3,23,195,4,15,171,7,7,5,1383,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,11,Male,Yes,CO,23
216,217,34,20,9,20,17,67,15,46,20,34,13,36,9,3,10,13,8,10,6,390,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,OK,23
217,218,11,17,8,7,12,33,7,50,11,18,8,28,8,4,12,19,6,10,4,273,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,17,Female,Yes,GA,25
218,219,41,18,14,26,19,44,14,40,24,17,13,24,12,7,9,18,8,17,6,371,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,16,Female,No,NC,28
219,220,46,31,39,16,56,122,32,41,15,19,81,38,47,11,19,26,13,12,16,680,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,12,Female,Yes,IL,31
220,221,29,14,7,31,22,14,13,19,148,19,29,32,8,5,12,9,9,9,4,433,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,13,Female,Yes,GA,26
221,222,28,16,11,14,14,107,12,103,9,50,15,101,10,6,8,21,7,8,6,546,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,LA,31
222,223,12,18,12,10,14,42,8,29,34,33,15,32,12,6,8,11,6,10,5,317,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,15,Female,Yes,MI,30
223,224,17,26,10,10,16,54,11,51,16,22,15,52,9,6,7,17,6,22,6,373,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,NC,31
224,225,17,22,9,11,19,48,11,61,9,32,14,56,9,6,8,23,7,8,6,376,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,16,Female,Yes,OH,29
225,226,42,31,31,28,35,65,25,147,39,60,40,93,24,13,18,32,21,23,11,778,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,14,Female,Yes,TX,27
226,227,52,27,14,14,20,78,24,59,54,41,18,32,30,35,15,26,10,10,7,566,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,18,Female,No,PA,54
227,228,59,142,15,53,44,71,17,71,15,31,23,201,248,8,14,91,91,19,13,1226,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,17,Female,No,MI,67
228,229,19,30,11,11,18,62,10,34,24,29,13,39,16,6,8,12,8,11,8,369,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,VA,48
229,230,22,15,12,10,12,37,14,66,14,34,16,46,9,5,12,17,10,16,7,374,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,17,Female,Yes,NC,30
230,231,25,25,9,17,18,47,12,33,22,16,12,32,9,5,8,16,7,11,17,341,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,IL,26
231,232,17,13,19,13,16,29,10,23,12,16,20,37,10,5,10,11,12,11,6,290,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,15,Female,No,NV,50
232,233,24,23,14,75,48,61,14,48,14,33,14,81,9,5,12,39,7,61,14,596,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Male,No,NC,36
233,234,19,17,21,11,18,62,12,55,16,18,30,45,13,6,10,29,12,14,7,415,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,18,Female,No,MA,34
234,235,3,3,9,25,11,7,6,11,4,2,3,13,4,2,3,2,3,2,7,120,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Male,Yes,CA,35
235,236,30,30,14,61,31,72,11,89,48,53,19,57,21,6,10,35,10,14,11,622,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,12,Female,No,NC,36
236,237,43,29,12,23,18,56,20,45,19,29,15,33,9,9,11,21,10,15,7,424,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,16,Female,Yes,CA,31
237,238,10,10,7,5,10,19,9,13,19,18,28,8,6,4,6,6,7,6,6,197,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,12,Male,Yes,OK,29
238,239,26,39,11,12,22,52,17,57,21,30,29,58,15,8,12,23,12,12,9,465,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,NY,39
239,240,19,32,11,11,53,42,11,41,16,20,11,34,9,5,8,14,10,11,6,364,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,16,Female,No,TX,46
240,241,48,39,21,17,14,44,31,56,21,21,139,47,13,10,11,47,12,57,25,673,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,15,Female,Yes,MN,29
241,242,18,18,10,14,17,33,14,35,11,19,12,32,25,4,7,12,8,9,6,304,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,WV,38
242,243,59,49,16,17,40,71,23,73,29,47,41,89,31,8,18,37,16,18,8,690,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,15,Female,No,PA,41
243,244,39,26,13,13,25,44,24,103,60,39,16,72,16,9,12,21,13,15,8,568,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,16,Female,No,CA,41
244,245,19,36,11,13,165,51,97,30,8,16,89,96,9,4,247,24,6,99,15,1035,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,17,Female,Yes,GA,22
245,246,67,131,17,63,31,78,25,71,62,45,27,170,22,10,32,63,25,37,17,993,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,ID,50
246,247,119,285,40,20,44,125,57,67,18,54,27,56,70,8,11,40,12,44,6,1103,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,13,Female,No,IN,28
247,248,56,29,18,18,24,68,26,82,15,93,27,27,26,6,10,42,13,19,17,616,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,13,Male,Yes,NC,32
248,249,23,14,11,10,12,37,7,58,10,66,16,73,6,5,7,43,10,8,5,421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,Yes,CO,46
249,250,17,10,7,4,8,20,6,55,11,11,8,37,6,3,6,8,11,6,5,239,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,MO,40
250,251,29,53,27,37,29,24,19,53,11,13,14,55,15,6,11,18,10,13,8,445,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,15,Female,Yes,MN,25
251,252,15,17,9,8,13,48,7,37,11,27,12,37,11,5,12,27,6,9,5,316,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,PA,31
252,253,40,38,20,15,31,88,34,73,38,57,25,50,14,7,29,27,10,46,9,651,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,16,Male,Yes,VA,31
253,254,27,48,14,17,20,65,33,98,28,30,17,69,22,11,52,35,16,29,15,646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,CA,67
254,255,17,11,6,10,13,31,8,36,7,17,12,20,7,5,8,8,5,9,6,236,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,TN,29
255,256,18,19,11,8,17,49,9,23,15,27,11,18,8,5,17,25,5,10,4,299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,Male,Yes,OH,37
256,257,16,13,10,7,16,33,9,28,12,18,11,24,7,4,8,12,6,9,6,249,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,LA,51
257,258,43,14,7,10,10,10,12,15,9,16,94,19,6,4,7,9,5,10,40,340,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,17,Female,Yes,SC,37
258,259,20,48,12,10,17,71,11,78,14,48,27,152,12,4,22,40,11,28,8,633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,NJ,32
259,260,16,13,11,6,9,107,110,38,27,19,9,62,5,4,15,10,4,31,3,499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,FL,43
260,261,37,26,15,12,19,63,9,45,27,61,8,60,10,5,12,20,6,8,5,448,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,18,Male,Yes,NY,27
261,262,16,21,12,10,43,44,8,130,17,41,21,63,11,5,12,9,15,24,5,507,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,NM,26
262,263,42,26,29,24,27,118,21,57,38,52,26,45,12,10,15,33,8,14,9,606,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,15,Male,Yes,TX,38
263,264,19,23,11,12,18,48,12,45,12,18,14,51,16,9,24,16,8,12,14,382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,19,Female,Yes,AR,43
264,265,37,38,13,14,31,50,16,63,16,58,16,62,14,8,10,21,10,21,10,508,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,WA,50
265,266,21,29,14,19,22,17,16,41,16,30,20,38,11,6,14,10,11,10,6,351,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,15,Male,Yes,OH,30
266,267,33,51,7,7,15,58,10,15,16,26,19,49,13,5,11,17,8,8,5,373,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Male,No,CA,44
267,268,22,26,9,11,31,54,13,68,18,26,383,40,10,6,7,18,8,16,6,772,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,17,Male,Yes,NC,35
268,269,10,8,9,14,7,14,36,7,12,22,8,9,6,5,11,7,9,15,7,216,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,Male,Yes,NM,27
269,270,45,36,25,19,35,98,52,69,58,53,21,73,31,9,16,24,30,58,9,761,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,12,Male,No,NY,30
270,271,30,26,14,17,22,44,15,39,17,25,18,68,16,10,16,17,13,14,9,430,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,No,IN,34
271,272,41,23,20,16,32,83,21,79,13,39,19,37,13,7,11,22,10,14,6,506,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,14,Female,No,CA,37
272,273,52,25,25,14,25,70,14,58,21,25,129,58,18,8,62,31,7,16,6,664,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,TX,36
273,274,25,21,9,8,15,41,11,40,14,22,17,36,11,6,7,28,5,8,4,328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,VA,24
274,275,16,8,11,7,18,7,27,28,14,16,13,16,7,5,6,10,7,9,6,231,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,17,Female,No,CA,33
275,276,25,21,9,10,17,43,11,42,18,27,21,44,11,6,7,20,8,10,9,359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,NJ,37
276,277,24,30,22,17,36,66,34,59,27,40,16,70,12,6,10,423,8,13,11,924,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,15,Male,No,NY,36
277,278,32,42,20,13,18,18,17,49,46,19,21,66,13,8,10,19,13,8,6,438,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,15,Male,No,IN,51
278,279,22,65,23,12,21,46,23,49,15,46,33,93,31,6,16,19,11,26,9,566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Male,Yes,FL,32
279,280,34,40,21,39,12,41,69,31,70,34,66,48,28,31,78,15,16,45,12,730,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,11,Female,Yes,KS,29
280,281,68,28,25,8,15,51,59,31,73,36,61,50,37,26,73,16,15,45,19,736,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,12,Male,Yes,LA,34
281,282,22,25,14,23,15,48,17,42,14,23,13,86,9,4,9,16,6,8,5,399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,UT,29
282,283,15,21,9,8,9,31,9,41,10,27,8,28,13,11,8,10,7,14,7,286,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,Yes,VA,22
283,284,17,14,7,8,10,23,11,15,13,10,7,25,8,6,15,7,5,9,5,215,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,OR,29
284,285,3,6,3,3,4,6,4,7,3,3,4,5,6,6,7,7,5,4,5,91,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,7,Male,Yes,IN,25
285,286,20,29,19,22,23,62,12,30,15,33,27,50,26,13,10,14,9,15,6,435,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,CA,32
286,287,16,14,12,11,42,22,20,21,43,16,12,26,14,5,9,12,6,16,6,323,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,17,Female,Yes,IN,26
287,288,11,10,7,5,23,17,10,26,152,16,10,22,7,11,7,7,16,20,5,382,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,15,Male,Yes,MI,25
288,289,34,28,13,13,399,429,18,57,24,27,47,40,11,6,9,14,13,49,8,1239,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,CA,34
289,290,35,36,20,13,27,72,23,74,21,44,25,67,18,9,23,27,13,26,13,586,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,No,PA,46
290,291,23,13,7,9,17,36,38,30,17,24,14,28,10,5,8,19,16,10,5,329,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,16,Female,Yes,PA,31
291,292,32,25,14,10,13,32,15,102,10,32,15,67,12,7,8,16,9,14,8,441,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,18,Female,No,FL,38
292,293,28,73,37,27,50,44,17,62,23,87,71,70,130,17,16,174,7,12,13,958,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,17,Female,Yes,CT,29
293,294,40,28,12,10,18,42,56,55,9,24,15,41,10,4,12,26,8,13,10,433,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,17,Male,Yes,PA,24
294,295,14,10,7,5,9,16,10,24,10,8,9,15,9,4,7,13,5,6,14,195,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,15,Male,Yes,CA,26
295,296,6,7,8,5,8,5,5,7,6,6,8,5,10,9,11,6,7,18,9,146,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,16,Female,Yes,IL,32
296,297,17,13,9,11,13,33,11,47,12,17,13,30,10,4,8,13,8,9,8,286,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,CA,29
297,298,15,15,7,5,11,21,7,32,15,21,9,27,7,4,9,7,6,8,6,232,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,CA,36
298,299,15,15,8,14,8,24,6,22,13,11,9,41,6,3,6,6,4,11,5,227,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,NJ,31
299,300,15,355,14,12,170,102,34,342,25,252,18,448,36,7,32,12,151,222,8,2255,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,14,Female,Yes,NY,32
300,301,19,16,17,17,19,39,13,49,29,32,10,69,12,7,7,23,12,13,6,409,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,16,Female,Yes,TN,25
301,302,33,30,16,33,59,67,20,73,31,34,35,76,16,20,38,31,13,51,14,690,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,NJ,25
302,303,35,53,13,18,34,89,15,75,28,44,31,103,14,8,13,25,16,33,11,658,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,17,Female,Yes,MO,31
303,304,27,25,13,23,23,40,17,73,49,25,29,35,21,8,11,13,13,17,12,474,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,15,Female,Yes,GA,28
304,305,29,29,13,14,27,46,13,46,24,24,19,83,16,6,11,27,9,14,10,460,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Male,Yes,MO,28
305,306,33,30,12,14,19,32,10,53,18,35,38,30,17,8,14,24,9,11,13,420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,OH,34
306,307,54,22,11,20,62,42,46,86,14,109,15,68,48,6,8,31,8,14,8,672,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Male,Yes,IL,25
307,308,21,19,10,8,13,58,13,28,17,34,12,45,13,4,10,17,12,17,5,356,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,17,Male,Yes,TN,25
308,309,33,25,9,8,18,53,14,34,16,22,54,56,19,5,8,27,5,11,5,422,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Female,Yes,IL,30
309,310,18,22,13,16,11,11,18,10,15,82,11,17,10,5,12,10,12,36,6,335,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,14,Female,Yes,TX,20
310,311,28,30,30,11,14,16,42,46,10,20,12,37,26,3,6,8,4,7,4,354,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,Male,Yes,CA,33
311,312,25,19,14,13,15,45,12,58,11,29,19,35,12,6,11,12,8,10,18,372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,TN,42
312,313,28,18,15,17,31,38,13,79,24,29,17,45,16,8,10,18,12,16,18,452,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,13,Female,Yes,NV,29
